id,title,description,availability,condition,price,link,image_link,brand,google_product_category,fb_product_category,quantity_to_sell_on_facebook,sale_price,sale_price_effective_date,item_group_id,gender,color,size,age_group,material,pattern,shipping,shipping_weight,video[0].url,video[0].tag[0],gtin,product_tags[0],product_tags[1],style[0]
4354,2014 CHEVROLET CRUZE LT,"2014 CHEVROLET CRUZE LT - 162,459 miles, BLUE exterior. Video Test Drive URL (The Nitty Gritty): https://youtu.be/p6nQjJNlaf8 Just the Basics: | Well.....It's a 1.4 Chevy Cruze and it runs and drives | It has brand new bolts under the hood on the engine cover, so I'm assuming that someone already did the big job that these typically have and completed the timing and head gaskets. (According the computer, timing degrees are on par with specs). | Body has a few dings, but overall it's decent. | Everything inside works (buttons, heat, windows, etc) | Suspension seems good. Brakes are fine. Tires are okay. | Check engine light shows a couple exhaust codes and auction mentioned a couple others that haven't shown up. Check with me to see if any of this has materialized. Otherwise, I'm fairly impressed with it for what it is. | Features: Long Conventional Cab",in stock,used,2000.00 USD,https://highlifeauto.com/vehicle/4354,https://cdn.frazerphotos.com/22489/22489_000004354_r3s662y.jpg,CHEVROLET,Vehicles & Parts > Vehicles,vehicles,,,,,,BLUE,,,,,,,https://youtu.be/p6nQjJNlaf8,Test Drive,,Sedan,"162,459 miles",
4359,2006 HYUNDAI SONATA GLS,"2006 HYUNDAI SONATA GLS - 188,516 miles, MAROON exterior. Video Test Drive URL (The Nitty Gritty): https://youtu.be/hVdMhWeTrMA Just the Basics: | Tires are all matching Cooper 45% tread | Oil change is current and not due until April '26 | Runs and drives very well! | No check engine lights | Heat, Heated Seats, Sunroof, Leather | Exhaust A LITTLE bit louder, No radio, Wiper fluid doesn't spray | Features: Air Conditioning, Power Windows, Power Locks, Power Steering, Tilt Wheel, AM/FM CD, Dual Air Bags Front and Sides, Active Belts, All Wheel ABS",in stock,used,2500.00 USD,https://highlifeauto.com/vehicle/4359,https://cdn.frazerphotos.com/22489/22489_000004359_xkv8ewe.jpg,HYUNDAI,Vehicles & Parts > Vehicles,vehicles,,,,,,MAROON,,,,,,,https://youtu.be/hVdMhWeTrMA,Test Drive,,Sedan,"188,516 miles",
4361,2006 FORD F150 SUPERCREW,"2006 FORD F150 SUPERCREW - 166,290 miles, GREEN exterior. Video Test Drive URL: https://youtu.be/iVsC5pcitB0 Just the Basics: | Rough looking truck on the outside, but it's detailed on the inside | Under the hood looks clean and well maintained with potentially new plugs and coils | Rusty area on the frame rail that will need attention BUT.... | The truck drives well | 4x4, Heat and AC work | It has good power and acceleration | Brakes and suspension are smooth SO.... If you can avoid judging a book by it's cover and you don't need to impress your neighbors...this is your next truck! | Features: Air Conditioning, Power Windows, Power Locks, Power Steering, Tilt Wheel, AM/FM CD, AM/FM Cassette/CD, AM/FM CD/MP3, Immobilizer, Keyless Entry, Dual Front Air Bag, Active Belts, Crew Cab, Regular Bed, All Wheel ABS, 1/2 Ton",in stock,used,2000.00 USD,https://highlifeauto.com/vehicle/4361,https://cdn.frazerphotos.com/22489/22489_000004361_lcqewf2.jpg,FORD,Vehicles & Parts > Vehicles,vehicles,,,,,,GREEN,,,,,,,https://youtu.be/iVsC5pcitB0,Test Drive,,Truck,"166,290 miles",
4362,2006 CHEVROLET EQUINOX LT,"2006 CHEVROLET EQUINOX LT - 243,814 miles, BLACK exterior. Virtual Test Drive URL: https://youtu.be/zWiurDfBAx0 Just the Basics: | 243k miles | Looks like it has some newer parts on the engine--ignition wires, coolant hose, struts, ac lines (not the heater core as I thought in the video) | Motor sounds good and it drives well. | The body is a little rough and it needs a good cleaning. | Tires have about 25% tread left | CEL | Features: Air Conditioning, Power Windows, Power Locks, Power Steering, Tilt Wheel, AM/FM CD, AM/FM CD/MP3, Satellite, Keyless Entry, Alarm, Daytime Running Lights, Dual Front Air Bag, Active Belts, All Wheel ABS",in stock,used,1700.00 USD,https://highlifeauto.com/vehicle/4362,https://cdn.frazerphotos.com/22489/22489_000004362_kcvllau.jpg,CHEVROLET,Vehicles & Parts > Vehicles,vehicles,,,,,,BLACK,,,,,,,https://youtu.be/zWiurDfBAx0,Test Drive,,SUV,"243,814 miles",
4371,2012 JEEP PATRIOT LIMITED,"2012 JEEP PATRIOT LIMITED - 144,163 miles, WHITE exterior. Video Test Drive URL: https://youtu.be/rnDSvKDwkts Just the Basics: | Body has some ''character'' to it inside and out. | Tires are about 35% to 40% | Limited-Heat, AC, Heated Seats, Leather | Motor sounds good and suspension and brakes feel good. | CEL-Communication error between TCM and PCM. Personally, I think it can be fixed with an $85 TCM from Ebay, but a little more research needs to be done. | Still driveable as a grocery getter | Features: Air Conditioning, Power Windows, Power Locks, Power Steering, Tilt Wheel, AM/FM CD/MP3, Satellite, Immobilizer, Keyless Entry, Dual Airbags Front Head and Side, Active Seatbelts, Passenger Airbag Sensor, Dual Rear Side Airbag, All Wheel ABS",in stock,used,2000.00 USD,https://highlifeauto.com/vehicle/4371,https://cdn.frazerphotos.com/22489/22489_000004371_xse41mn.jpg,JEEP,Vehicles & Parts > Vehicles,vehicles,,,,,,WHITE,,,,,,,https://youtu.be/rnDSvKDwkts,Test Drive,,SUV,"144,163 miles",
4364,2012 CHEVROLET EQUINOX LT,"2012 CHEVROLET EQUINOX LT - 109,295 miles, GOLD exterior. Video Test Drive URL: https://youtu.be/iM4yCL3Mh0E Just the Basics: | Good-looking body | 109k miles | Motor sounds good and drives smooth | Suspension and brakes seem solid | Tires with 50% to 75% tread | Rusty rockers and louder exhaust | CEL | Features: Air Conditioning, Power Windows, Power Locks, Power Steering, Tilt Wheel, AM/FM CD/MP3, Satellite, Immobilizer, Keyless Entry, Alarm, Daytime Running Lights, Dual Airbags Front Head and Side, Active Seatbelts, Passenger Airbag Sensor, All Wheel ABS",in stock,used,3500.00 USD,https://highlifeauto.com/vehicle/4364,https://cdn.frazerphotos.com/22489/22489_000004364_k1b8o15.jpg,CHEVROLET,Vehicles & Parts > Vehicles,vehicles,,,,,,GOLD,,,,,,,https://youtu.be/iM4yCL3Mh0E,Test Drive,,SUV,"109,295 miles",
4367,2012 FORD F150 SUPERCREW,"2012 FORD F150 SUPERCREW - 194,825 miles, GREEN exterior. Video Test Drive URL: https://youtu.be/qaZExe_INtQ Just the Basics: | 3.5 EcoBoost, 4x4, Winch | Tires about 75% tread | Heat/AC | Runs and drives well. | Suspension/Brakes solid. | CEL? ''Key in Switch''? | Minor cosmetic imperfections-''20 ft truck'' | Features: Air Conditioning, Power Windows, Power Locks, Power Steering, Tilt Wheel, AM/FM, AM/FM CD/MP3, Satellite, Sentry Key, Keyless Entry, Alarm, Dual Front Airbags, Side Airbags, Head Airbags, Rear Head Airbags, Active Seatbelts, Crew Cab, Regular Bed, All Wheel ABS, 1/2 Ton",in stock,used,4700.00 USD,https://highlifeauto.com/vehicle/4367,https://cdn.frazerphotos.com/22489/22489_000004367_8o3lkwz.jpg,FORD,Vehicles & Parts > Vehicles,vehicles,,,,,,GREEN,,,,,,,https://youtu.be/qaZExe_INtQ,Test Drive,,Truck,"194,825 miles",
4368,2011 JEEP WRANGLER RUBICON,"2011 JEEP WRANGLER RUBICON - 144,548 miles, BLACK exterior. Video Test Drive URL: https://youtu.be/GnntIFw-Fgc Just the Basics: | The body looks pretty decent with some upgraded fender flares, a deer slayer, and some spotlights. | Drives really well despite the typical Jeep ''rough ride'' | 144k miles | The tires don't have much tread left on them, but the spare is in good condition. | The interior could use some cleaning and the windshield is cracked. Exhaust is a little louder. | A couple lights on the dash, Radio inop-replacement suggested :) | Features: Air Conditioning, Power Windows, Power Locks, Power Steering, Tilt Wheel, AM/FM CD/MP3, Satellite, AM/FM CD/DVD, Sentry Key, Keyless Entry, Alarm, Dual Front Airbags, Passenger Sensor, Active Belts, All Wheel ABS, Retractable Roof Panel",in stock,used,4800.00 USD,https://highlifeauto.com/vehicle/4368,https://cdn.frazerphotos.com/22489/22489_000004368_g4xttp9.jpg,JEEP,Vehicles & Parts > Vehicles,vehicles,,,,,,BLACK,,,,,,,https://youtu.be/GnntIFw-Fgc,Test Drive,,SUV,"144,548 miles",
4372,2013 FORD F150 SUPERCREW,"2013 FORD F150 SUPERCREW - 236,023 miles, SILVER exterior. If there is no description here, call/text Miriam 309-267-7200 or Matt 309-337-1049. We are likely working on getting it here as quickly as possible. | Features: Air Conditioning, Power Windows, Power Locks, Power Steering, Tilt Wheel, AM/FM, AM/FM CD/MP3, Satellite, Sentry Key, Keyless Entry, Alarm, Dual Front Airbags, Side Airbags, Head Airbags, Rear Head Airbags, Active Seatbelts, Crew Cab, Regular Bed, All Wheel ABS, 1/2 Ton",in stock,used,3200.00 USD,https://highlifeauto.com/vehicle/4372,https://cdn.frazerphotos.com/22489/22489_000004372_tnzh10h.jpg,FORD,Vehicles & Parts > Vehicles,vehicles,,,,,,SILVER,,,,,,,https://youtu.be/HkoHUXbwSCw,Test Drive,,Truck,"236,023 miles",
4374,2007 DODGE MAGNUM SXT,"2007 DODGE MAGNUM SXT - 274,524 miles, SILVER exterior. If there is no description here, call/text Miriam 309-267-7200 or Matt 309-337-1049. We are likely working on getting it here as quickly as possible. | Features: Air Conditioning, Power Windows, Power Locks, Power Steering, Tilt Wheel, AM/FM CD, AM/FM CD/MP3, Satellite, Sentry Key, Keyless Entry, Dual Airbags Front Head and Side, Active Seatbelts, Passenger Airbag Sensor, Dual Rear Side Airbag, All Wheel ABS",in stock,used,1500.00 USD,https://highlifeauto.com/vehicle/4374,https://cdn.frazerphotos.com/22489/22489_000004374_cgrtaqw.jpg,DODGE,Vehicles & Parts > Vehicles,vehicles,,,,,,SILVER,,,,,,,https://youtu.be/bYNb1VbqGs4,Test Drive,,SUV,"274,524 miles",
4373,2014 CHEVROLET SONIC LTZ,"2014 CHEVROLET SONIC LTZ - 182,179 miles, RED exterior. If there is no description here, call/text Miriam 309-267-7200 or Matt 309-337-1049. We are likely working on getting it here as quickly as possible. | Features: Air Conditioning, Power Windows, Power Locks, Power Steering, Tilt Wheel, AM/FM CD/MP3, Satellite, Keyless Entry, Alarm, Daytime Running Lights, Dual Airbags Front Head and Side, Active Seatbelts, Passenger Airbag Sensor, Dual Rear Side Airbag, All Wheel ABS",in stock,used,3500.00 USD,https://highlifeauto.com/vehicle/4373,https://cdn.frazerphotos.com/22489/22489_000004373_fqtocrv.jpg,CHEVROLET,Vehicles & Parts > Vehicles,vehicles,,,,,,RED,,,,,,,https://youtu.be/dowNT3Dmwto,Test Drive,,Hatchback,"182,179 miles",
4375,2007 GMC ENVOY SLE,"2007 GMC ENVOY SLE - 217,887 miles, MAROON exterior. If there is no description here, call/text Miriam 309-267-7200 or Matt 309-337-1049. We are likely working on getting it here as quickly as possible. | Features: Air Conditioning, Power Windows, Power Locks, Power Steering, Tilt Wheel, AM/FM CD, AM/FM CD/MP3, Satellite, Immobilizer, Keyless Entry, Alarm, Daytime Running Lights, Dual Front Airbags, Passenger Sensor, Active Belts, All Wheel ABS",in stock,used,3000.00 USD,https://highlifeauto.com/vehicle/4375,https://cdn.frazerphotos.com/22489/22489_000004375_mngubwz.jpg,GMC,Vehicles & Parts > Vehicles,vehicles,,,,,,MAROON,,,,,,,,,,SUV,"217,887 miles",
4379,2001 GMC YUKON DENALI XL K1500,"2001 GMC YUKON DENALI XL K1500 - 242,792 miles, TAN exterior. If there is no description here, call/text Miriam 309-267-7200 or Matt 309-337-1049. We are likely working on getting it here as quickly as possible. | Features: Air Conditioning, Power Windows, Power Locks, Power Steering, Tilt Wheel, AM/FM CD, Dual Air Bags Front and Sides, Active Belts, All Wheel ABS",in stock,used,1500.00 USD,https://highlifeauto.com/vehicle/4379,https://cdn.frazerphotos.com/22489/22489_000004379_8rk1ala.jpg,GMC,Vehicles & Parts > Vehicles,vehicles,,,,,,TAN,,,,,,,https://youtu.be/wZtcn3BuNfU,Test Drive,,SUV,"242,792 miles",
4376,2009 CHEVROLET COBALT LT,"2009 CHEVROLET COBALT LT - 216,923 miles, BLUE exterior. If there is no description here, call/text Miriam 309-267-7200 or Matt 309-337-1049. We are likely working on getting it here as quickly as possible. | Features: Air Conditioning, Power Windows, Power Locks, Power Steering, Tilt Wheel, AM/FM CD/MP3, Satellite, Sentry Key, Keyless Entry, Daytime Running Lights, Dual Frnt and Hd Ar Bgs, Passenger Snsr, Active Seatbelts, All Wheel ABS",in stock,used,2000.00 USD,https://highlifeauto.com/vehicle/4376,https://cdn.frazerphotos.com/22489/22489_000004376_cosza7j.jpg,CHEVROLET,Vehicles & Parts > Vehicles,vehicles,,,,,,BLUE,,,,,,,,,,Sedan,"216,923 miles",
4380,2002 CHEVROLET TRAILBLAZER LTZ,"2002 CHEVROLET TRAILBLAZER LTZ - 219,230 miles, MAROON exterior. If there is no description here, call/text Miriam 309-267-7200 or Matt 309-337-1049. We are likely working on getting it here as quickly as possible. | Features: Air Conditioning, Power Windows, Power Locks, Power Steering, Tilt Wheel, AM/FM CD, Daytime Running Lights, Dual Air Bags Front and Sides, Active Belts, All Wheel ABS",in stock,used,999.00 USD,https://highlifeauto.com/vehicle/4380,https://cdn.frazerphotos.com/22489/22489_000004380_aadzfzr.jpg,CHEVROLET,Vehicles & Parts > Vehicles,vehicles,,,,,,MAROON,,,,,,,https://youtu.be/g6TRO6IrMEw,Test Drive,,SUV,"219,230 miles",
